,AccountsPayableCurrent-0,AccountsPayableCurrent-1,AccountsPayableCurrent-2,AccountsPayableCurrent-3,AccountsReceivableNet-0,AccountsReceivableNet-1,AccountsReceivableNet-2,AccountsReceivableNet-3,Assets-0,Assets-1,Assets-2,Assets-3,AssetsCurrent-0,AssetsCurrent-1,AssetsCurrent-2,AssetsCurrent-3,CashAndCashEquivalentsAtCarryingValue-0,CashAndCashEquivalentsAtCarryingValue-1,CashAndCashEquivalentsAtCarryingValue-2,CashAndCashEquivalentsAtCarryingValue-3,InventoryNet-0,InventoryNet-1,InventoryNet-2,InventoryNet-3,Liabilities-0,Liabilities-1,Liabilities-2,Liabilities-3,LiabilitiesCurrent-0,LiabilitiesCurrent-1,LiabilitiesCurrent-2,LiabilitiesCurrent-3,LongTermDebt-0,LongTermDebt-1,LongTermDebt-2,LongTermDebt-3,AssetsNoncurrent-0,AssetsNoncurrent-1,AssetsNoncurrent-2,AssetsNoncurrent-3,PropertyPlantAndEquipmentNet-0,PropertyPlantAndEquipmentNet-1,PropertyPlantAndEquipmentNet-2,PropertyPlantAndEquipmentNet-3,ShortTermBorrowings-0,ShortTermBorrowings-1,ShortTermBorrowings-2,ShortTermBorrowings-3,StockholdersEquity-0,StockholdersEquity-1,StockholdersEquity-2,StockholdersEquity-3,EntityCommonStockSharesOutstanding-0,MarketCap,splits,close,static_quantile,dynamic_quantile,category,CostsAndExpenses-0,CostsAndExpenses-1,CostsAndExpenses-2,CostsAndExpenses-3,DepreciationAndAmortization-0,DepreciationAndAmortization-1,DepreciationAndAmortization-2,DepreciationAndAmortization-3,EarningsPerShareDiluted-0,EarningsPerShareDiluted-1,EarningsPerShareDiluted-2,EarningsPerShareDiluted-3,GrossProfit-0,GrossProfit-1,GrossProfit-2,GrossProfit-3,IncomeTaxesPaidNet-0,IncomeTaxesPaidNet-1,IncomeTaxesPaidNet-2,IncomeTaxesPaidNet-3,NetIncomeLoss-0,NetIncomeLoss-1,NetIncomeLoss-2,NetIncomeLoss-3,OperatingIncomeLoss-0,OperatingIncomeLoss-1,OperatingIncomeLoss-2,OperatingIncomeLoss-3,Revenues-0,Revenues-1,Revenues-2,Revenues-3,FreeCashFlow-0,FreeCashFlow-1,FreeCashFlow-2,FreeCashFlow-3,EntityCommonStockSharesOutstanding-0,MarketCap,splits,close,static_quantile,dynamic_quantile,category
2020-10-13,3638000000.0,3468000000.0,3596984000.0,2385778000.0,1485000000.0,1128000000.0,1155001000.0,607734000.0,38135000000.0,32795000000.0,29262713000.0,28107074000.0,15336000000.0,10940000000.0,7920491000.0,7068733000.0,8615000000.0,5338000000.0,2967000000.0,3530030000.0,4018000000.0,3581000000.0,3314127000.0,2471382000.0,26754000000.0,25313000000.0,23409144000.0,21929057000.0,12270000000.0,10146000000.0,9775324000.0,6468940000.0,9247000000.0,10096000000.0,8665163000.0,9049729000.0,17078000000.0,16358000000.0,17547832000.0,15682362000.0,11009000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,9855000000.0,6040000000.0,4508838000.0,4711480000.0,186361726.0,27746154593.47943,0.0,148.88333129882812,147.38333129882812,144.6666717529297,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14,3638000000.0,3468000000.0,3596984000.0,2385778000.0,1485000000.0,1128000000.0,1155001000.0,607734000.0,38135000000.0,32795000000.0,29262713000.0,28107074000.0,15336000000.0,10940000000.0,7920491000.0,7068733000.0,8615000000.0,5338000000.0,2967000000.0,3530030000.0,4018000000.0,3581000000.0,3314127000.0,2471382000.0,26754000000.0,25313000000.0,23409144000.0,21929057000.0,12270000000.0,10146000000.0,9775324000.0,6468940000.0,9247000000.0,10096000000.0,8665163000.0,9049729000.0,17078000000.0,16358000000.0,17547832000.0,15682362000.0,11009000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,9855000000.0,6040000000.0,4508838000.0,4711480000.0,186361726.0,28656220642.958862,0.0,153.76666259765625,147.3933319091797,144.6666717529297,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15,3638000000.0,3468000000.0,3596984000.0,2385778000.0,1485000000.0,1128000000.0,1155001000.0,607734000.0,38135000000.0,32795000000.0,29262713000.0,28107074000.0,15336000000.0,10940000000.0,7920491000.0,7068733000.0,8615000000.0,5338000000.0,2967000000.0,3530030000.0,4018000000.0,3581000000.0,3314127000.0,2471382000.0,26754000000.0,25313000000.0,23409144000.0,21929057000.0,12270000000.0,10146000000.0,9775324000.0,6468940000.0,9247000000.0,10096000000.0,8665163000.0,9049729000.0,17078000000.0,16358000000.0,17547832000.0,15682362000.0,11009000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,9855000000.0,6040000000.0,4508838000.0,4711480000.0,186361726.0,27884683211.06504,0.0,149.6266632080078,147.3933319091797,145.1840026855469,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-16,3638000000.0,3468000000.0,3596984000.0,2385778000.0,1485000000.0,1128000000.0,1155001000.0,607734000.0,38135000000.0,32795000000.0,29262713000.0,28107074000.0,15336000000.0,10940000000.0,7920491000.0,7068733000.0,8615000000.0,5338000000.0,2967000000.0,3530030000.0,4018000000.0,3581000000.0,3314127000.0,2471382000.0,26754000000.0,25313000000.0,23409144000.0,21929057000.0,12270000000.0,10146000000.0,9775324000.0,6468940000.0,9247000000.0,10096000000.0,8665163000.0,9049729000.0,17078000000.0,16358000000.0,17547832000.0,15682362000.0,11009000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,9855000000.0,6040000000.0,4508838000.0,4711480000.0,186361726.0,27312554190.94525,0.0,146.55667114257812,147.3933319091797,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-17,3638000000.0,3468000000.0,3596984000.0,2385778000.0,1485000000.0,1128000000.0,1155001000.0,607734000.0,38135000000.0,32795000000.0,29262713000.0,28107074000.0,15336000000.0,10940000000.0,7920491000.0,7068733000.0,8615000000.0,5338000000.0,2967000000.0,3530030000.0,4018000000.0,3581000000.0,3314127000.0,2471382000.0,26754000000.0,25313000000.0,23409144000.0,21929057000.0,12270000000.0,10146000000.0,9775324000.0,6468940000.0,9247000000.0,10096000000.0,8665163000.0,9049729000.0,17078000000.0,16358000000.0,17547832000.0,15682362000.0,11009000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,9855000000.0,6040000000.0,4508838000.0,4711480000.0,186361726.0,27312554190.94525,0.0,146.55667114257812,147.3933319091797,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-18,3638000000.0,3468000000.0,3596984000.0,2385778000.0,1485000000.0,1128000000.0,1155001000.0,607734000.0,38135000000.0,32795000000.0,29262713000.0,28107074000.0,15336000000.0,10940000000.0,7920491000.0,7068733000.0,8615000000.0,5338000000.0,2967000000.0,3530030000.0,4018000000.0,3581000000.0,3314127000.0,2471382000.0,26754000000.0,25313000000.0,23409144000.0,21929057000.0,12270000000.0,10146000000.0,9775324000.0,6468940000.0,9247000000.0,10096000000.0,8665163000.0,9049729000.0,17078000000.0,16358000000.0,17547832000.0,15682362000.0,11009000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,9855000000.0,6040000000.0,4508838000.0,4711480000.0,186361726.0,27312554190.94525,0.0,146.55667114257812,147.3933319091797,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-19,3638000000.0,3468000000.0,3596984000.0,2385778000.0,1485000000.0,1128000000.0,1155001000.0,607734000.0,38135000000.0,32795000000.0,29262713000.0,28107074000.0,15336000000.0,10940000000.0,7920491000.0,7068733000.0,8615000000.0,5338000000.0,2967000000.0,3530030000.0,4018000000.0,3581000000.0,3314127000.0,2471382000.0,26754000000.0,25313000000.0,23409144000.0,21929057000.0,12270000000.0,10146000000.0,9775324000.0,6468940000.0,9247000000.0,10096000000.0,8665163000.0,9049729000.0,17078000000.0,16358000000.0,17547832000.0,15682362000.0,11009000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,9855000000.0,6040000000.0,4508838000.0,4711480000.0,186361726.0,26763407584.60617,0.0,143.61000061035156,147.3933319091797,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-20,3638000000.0,3468000000.0,3596984000.0,2385778000.0,1485000000.0,1128000000.0,1155001000.0,607734000.0,38135000000.0,32795000000.0,29262713000.0,28107074000.0,15336000000.0,10940000000.0,7920491000.0,7068733000.0,8615000000.0,5338000000.0,2967000000.0,3530030000.0,4018000000.0,3581000000.0,3314127000.0,2471382000.0,26754000000.0,25313000000.0,23409144000.0,21929057000.0,12270000000.0,10146000000.0,9775324000.0,6468940000.0,9247000000.0,10096000000.0,8665163000.0,9049729000.0,17078000000.0,16358000000.0,17547832000.0,15682362000.0,11009000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,9855000000.0,6040000000.0,4508838000.0,4711480000.0,2843702199.0,399957237596.2308,0.0,140.64666748046875,146.73200378417968,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-21,3638000000.0,3468000000.0,3596984000.0,2385778000.0,1485000000.0,1128000000.0,1155001000.0,607734000.0,38135000000.0,32795000000.0,29262713000.0,28107074000.0,15336000000.0,10940000000.0,7920491000.0,7068733000.0,8615000000.0,5338000000.0,2967000000.0,3530030000.0,4018000000.0,3581000000.0,3314127000.0,2471382000.0,26754000000.0,25313000000.0,23409144000.0,21929057000.0,12270000000.0,10146000000.0,9775324000.0,6468940000.0,9247000000.0,10096000000.0,8665163000.0,9049729000.0,17078000000.0,16358000000.0,17547832000.0,15682362000.0,11009000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,9855000000.0,6040000000.0,4508838000.0,4711480000.0,2843702199.0,400620779680.38464,0.0,140.8800048828125,146.55667114257812,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-22,3638000000.0,3468000000.0,3596984000.0,2385778000.0,1485000000.0,1128000000.0,1155001000.0,607734000.0,38135000000.0,32795000000.0,29262713000.0,28107074000.0,15336000000.0,10940000000.0,7920491000.0,7068733000.0,8615000000.0,5338000000.0,2967000000.0,3530030000.0,4018000000.0,3581000000.0,3314127000.0,2471382000.0,26754000000.0,25313000000.0,23409144000.0,21929057000.0,12270000000.0,10146000000.0,9775324000.0,6468940000.0,9247000000.0,10096000000.0,8665163000.0,9049729000.0,17078000000.0,16358000000.0,17547832000.0,15682362000.0,11009000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,9855000000.0,6040000000.0,4508838000.0,4711480000.0,2843702199.0,403606632276.173,0.0,141.92999267578125,146.55667114257812,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-23,3638000000.0,3468000000.0,3596984000.0,2385778000.0,1485000000.0,1128000000.0,1155001000.0,607734000.0,38135000000.0,32795000000.0,29262713000.0,28107074000.0,15336000000.0,10940000000.0,7920491000.0,7068733000.0,8615000000.0,5338000000.0,2967000000.0,3530030000.0,4018000000.0,3581000000.0,3314127000.0,2471382000.0,26754000000.0,25313000000.0,23409144000.0,21929057000.0,12270000000.0,10146000000.0,9775324000.0,6468940000.0,9247000000.0,10096000000.0,8665163000.0,9049729000.0,17078000000.0,16358000000.0,17547832000.0,15682362000.0,11009000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,9855000000.0,6040000000.0,4508838000.0,4711480000.0,2843702199.0,398715504414.0289,0.0,140.2100067138672,146.55667114257812,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-24,3638000000.0,3468000000.0,3596984000.0,2385778000.0,1485000000.0,1128000000.0,1155001000.0,607734000.0,38135000000.0,32795000000.0,29262713000.0,28107074000.0,15336000000.0,10940000000.0,7920491000.0,7068733000.0,8615000000.0,5338000000.0,2967000000.0,3530030000.0,4018000000.0,3581000000.0,3314127000.0,2471382000.0,26754000000.0,25313000000.0,23409144000.0,21929057000.0,12270000000.0,10146000000.0,9775324000.0,6468940000.0,9247000000.0,10096000000.0,8665163000.0,9049729000.0,17078000000.0,16358000000.0,17547832000.0,15682362000.0,11009000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,9855000000.0,6040000000.0,4508838000.0,4711480000.0,2843702199.0,398715504414.0289,0.0,140.2100067138672,146.55667114257812,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-25,3638000000.0,3468000000.0,3596984000.0,2385778000.0,1485000000.0,1128000000.0,1155001000.0,607734000.0,38135000000.0,32795000000.0,29262713000.0,28107074000.0,15336000000.0,10940000000.0,7920491000.0,7068733000.0,8615000000.0,5338000000.0,2967000000.0,3530030000.0,4018000000.0,3581000000.0,3314127000.0,2471382000.0,26754000000.0,25313000000.0,23409144000.0,21929057000.0,12270000000.0,10146000000.0,9775324000.0,6468940000.0,9247000000.0,10096000000.0,8665163000.0,9049729000.0,17078000000.0,16358000000.0,17547832000.0,15682362000.0,11009000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,9855000000.0,6040000000.0,4508838000.0,4711480000.0,2843702199.0,398715504414.0289,0.0,140.2100067138672,146.55667114257812,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26,4958000000.0,3468000000.0,3596984000.0,2385778000.0,1757000000.0,1128000000.0,1155001000.0,607734000.0,45691000000.0,32795000000.0,29262713000.0,28107074000.0,21744000000.0,10940000000.0,7920491000.0,7068733000.0,14531000000.0,5338000000.0,2967000000.0,3530030000.0,4218000000.0,3581000000.0,3314127000.0,2471382000.0,28143000000.0,25313000000.0,23409144000.0,21929057000.0,13302000000.0,10146000000.0,9775324000.0,6468940000.0,9428000000.0,10096000000.0,8665163000.0,9049729000.0,17873000000.0,16358000000.0,17547832000.0,15682362000.0,11848000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,16031000000.0,6040000000.0,4508838000.0,4711480000.0,2843702199.0,398383733371.952,0.0,140.0933380126953,146.55667114257812,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27,4958000000.0,3468000000.0,3596984000.0,2385778000.0,1757000000.0,1128000000.0,1155001000.0,607734000.0,45691000000.0,32795000000.0,29262713000.0,28107074000.0,21744000000.0,10940000000.0,7920491000.0,7068733000.0,14531000000.0,5338000000.0,2967000000.0,3530030000.0,4218000000.0,3581000000.0,3314127000.0,2471382000.0,28143000000.0,25313000000.0,23409144000.0,21929057000.0,13302000000.0,10146000000.0,9775324000.0,6468940000.0,9428000000.0,10096000000.0,8665163000.0,9049729000.0,17873000000.0,16358000000.0,17547832000.0,15682362000.0,11848000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,16031000000.0,6040000000.0,4508838000.0,4711480000.0,2843702199.0,402554476347.8077,0.0,141.55999755859375,146.55667114257812,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-28,4958000000.0,3468000000.0,3596984000.0,2385778000.0,1757000000.0,1128000000.0,1155001000.0,607734000.0,45691000000.0,32795000000.0,29262713000.0,28107074000.0,21744000000.0,10940000000.0,7920491000.0,7068733000.0,14531000000.0,5338000000.0,2967000000.0,3530030000.0,4218000000.0,3581000000.0,3314127000.0,2471382000.0,28143000000.0,25313000000.0,23409144000.0,21929057000.0,13302000000.0,10146000000.0,9775324000.0,6468940000.0,9428000000.0,10096000000.0,8665163000.0,9049729000.0,17873000000.0,16358000000.0,17547832000.0,15682362000.0,11848000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,16031000000.0,6040000000.0,4508838000.0,4711480000.0,2843702199.0,384866645198.7116,0.0,135.33999633789062,146.55667114257812,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-29,4958000000.0,3468000000.0,3596984000.0,2385778000.0,1757000000.0,1128000000.0,1155001000.0,607734000.0,45691000000.0,32795000000.0,29262713000.0,28107074000.0,21744000000.0,10940000000.0,7920491000.0,7068733000.0,14531000000.0,5338000000.0,2967000000.0,3530030000.0,4218000000.0,3581000000.0,3314127000.0,2471382000.0,28143000000.0,25313000000.0,23409144000.0,21929057000.0,13302000000.0,10146000000.0,9775324000.0,6468940000.0,9428000000.0,10096000000.0,8665163000.0,9049729000.0,17873000000.0,16358000000.0,17547832000.0,15682362000.0,11848000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,16031000000.0,6040000000.0,4508838000.0,4711480000.0,2843702199.0,389426045410.2307,0.0,136.94332885742188,146.55667114257812,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-30,4958000000.0,3468000000.0,3596984000.0,2385778000.0,1757000000.0,1128000000.0,1155001000.0,607734000.0,45691000000.0,32795000000.0,29262713000.0,28107074000.0,21744000000.0,10940000000.0,7920491000.0,7068733000.0,14531000000.0,5338000000.0,2967000000.0,3530030000.0,4218000000.0,3581000000.0,3314127000.0,2471382000.0,28143000000.0,25313000000.0,23409144000.0,21929057000.0,13302000000.0,10146000000.0,9775324000.0,6468940000.0,9428000000.0,10096000000.0,8665163000.0,9049729000.0,17873000000.0,16358000000.0,17547832000.0,15682362000.0,11848000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,16031000000.0,6040000000.0,4508838000.0,4711480000.0,2843702199.0,367823394069.2404,0.0,129.34666442871094,146.55667114257812,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-31,4958000000.0,3468000000.0,3596984000.0,2385778000.0,1757000000.0,1128000000.0,1155001000.0,607734000.0,45691000000.0,32795000000.0,29262713000.0,28107074000.0,21744000000.0,10940000000.0,7920491000.0,7068733000.0,14531000000.0,5338000000.0,2967000000.0,3530030000.0,4218000000.0,3581000000.0,3314127000.0,2471382000.0,28143000000.0,25313000000.0,23409144000.0,21929057000.0,13302000000.0,10146000000.0,9775324000.0,6468940000.0,9428000000.0,10096000000.0,8665163000.0,9049729000.0,17873000000.0,16358000000.0,17547832000.0,15682362000.0,11848000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,16031000000.0,6040000000.0,4508838000.0,4711480000.0,2843702199.0,367823394069.2404,0.0,129.34666442871094,146.55667114257812,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-01,4958000000.0,3468000000.0,3596984000.0,2385778000.0,1757000000.0,1128000000.0,1155001000.0,607734000.0,45691000000.0,32795000000.0,29262713000.0,28107074000.0,21744000000.0,10940000000.0,7920491000.0,7068733000.0,14531000000.0,5338000000.0,2967000000.0,3530030000.0,4218000000.0,3581000000.0,3314127000.0,2471382000.0,28143000000.0,25313000000.0,23409144000.0,21929057000.0,13302000000.0,10146000000.0,9775324000.0,6468940000.0,9428000000.0,10096000000.0,8665163000.0,9049729000.0,17873000000.0,16358000000.0,17547832000.0,15682362000.0,11848000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,16031000000.0,6040000000.0,4508838000.0,4711480000.0,2843702199.0,367823394069.2404,0.0,129.34666442871094,146.55667114257812,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-02,4958000000.0,3468000000.0,3596984000.0,2385778000.0,1757000000.0,1128000000.0,1155001000.0,607734000.0,45691000000.0,32795000000.0,29262713000.0,28107074000.0,21744000000.0,10940000000.0,7920491000.0,7068733000.0,14531000000.0,5338000000.0,2967000000.0,3530030000.0,4218000000.0,3581000000.0,3314127000.0,2471382000.0,28143000000.0,25313000000.0,23409144000.0,21929057000.0,13302000000.0,10146000000.0,9775324000.0,6468940000.0,9428000000.0,10096000000.0,8665163000.0,9049729000.0,17873000000.0,16358000000.0,17547832000.0,15682362000.0,11848000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,16031000000.0,6040000000.0,4508838000.0,4711480000.0,2843702199.0,379643702903.03845,0.0,133.50332641601562,146.55667114257812,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-03,4958000000.0,3468000000.0,3596984000.0,2385778000.0,1757000000.0,1128000000.0,1155001000.0,607734000.0,45691000000.0,32795000000.0,29262713000.0,28107074000.0,21744000000.0,10940000000.0,7920491000.0,7068733000.0,14531000000.0,5338000000.0,2967000000.0,3530030000.0,4218000000.0,3581000000.0,3314127000.0,2471382000.0,28143000000.0,25313000000.0,23409144000.0,21929057000.0,13302000000.0,10146000000.0,9775324000.0,6468940000.0,9428000000.0,10096000000.0,8665163000.0,9049729000.0,17873000000.0,16358000000.0,17547832000.0,15682362000.0,11848000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,16031000000.0,6040000000.0,4508838000.0,4711480000.0,2843702199.0,401815129396.9904,0.0,141.3000030517578,146.55667114257812,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-04,4958000000.0,3468000000.0,3596984000.0,2385778000.0,1757000000.0,1128000000.0,1155001000.0,607734000.0,45691000000.0,32795000000.0,29262713000.0,28107074000.0,21744000000.0,10940000000.0,7920491000.0,7068733000.0,14531000000.0,5338000000.0,2967000000.0,3530030000.0,4218000000.0,3581000000.0,3314127000.0,2471382000.0,28143000000.0,25313000000.0,23409144000.0,21929057000.0,13302000000.0,10146000000.0,9775324000.0,6468940000.0,9428000000.0,10096000000.0,8665163000.0,9049729000.0,17873000000.0,16358000000.0,17547832000.0,15682362000.0,11848000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,16031000000.0,6040000000.0,4508838000.0,4711480000.0,2843702199.0,399047232064.6538,0.0,140.32666015625,146.55667114257812,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-05,4958000000.0,3468000000.0,3596984000.0,2385778000.0,1757000000.0,1128000000.0,1155001000.0,607734000.0,45691000000.0,32795000000.0,29262713000.0,28107074000.0,21744000000.0,10940000000.0,7920491000.0,7068733000.0,14531000000.0,5338000000.0,2967000000.0,3530030000.0,4218000000.0,3581000000.0,3314127000.0,2471382000.0,28143000000.0,25313000000.0,23409144000.0,21929057000.0,13302000000.0,10146000000.0,9775324000.0,6468940000.0,9428000000.0,10096000000.0,8665163000.0,9049729000.0,17873000000.0,16358000000.0,17547832000.0,15682362000.0,11848000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,16031000000.0,6040000000.0,4508838000.0,4711480000.0,2843702199.0,415265828648.6538,0.0,146.02999877929688,146.55667114257812,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-06,4958000000.0,3468000000.0,3596984000.0,2385778000.0,1757000000.0,1128000000.0,1155001000.0,607734000.0,45691000000.0,32795000000.0,29262713000.0,28107074000.0,21744000000.0,10940000000.0,7920491000.0,7068733000.0,14531000000.0,5338000000.0,2967000000.0,3530030000.0,4218000000.0,3581000000.0,3314127000.0,2471382000.0,28143000000.0,25313000000.0,23409144000.0,21929057000.0,13302000000.0,10146000000.0,9775324000.0,6468940000.0,9428000000.0,10096000000.0,8665163000.0,9049729000.0,17873000000.0,16358000000.0,17547832000.0,15682362000.0,11848000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,16031000000.0,6040000000.0,4508838000.0,4711480000.0,2843702199.0,407549917260.58655,0.0,143.31666564941406,146.55667114257812,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-07,4958000000.0,3468000000.0,3596984000.0,2385778000.0,1757000000.0,1128000000.0,1155001000.0,607734000.0,45691000000.0,32795000000.0,29262713000.0,28107074000.0,21744000000.0,10940000000.0,7920491000.0,7068733000.0,14531000000.0,5338000000.0,2967000000.0,3530030000.0,4218000000.0,3581000000.0,3314127000.0,2471382000.0,28143000000.0,25313000000.0,23409144000.0,21929057000.0,13302000000.0,10146000000.0,9775324000.0,6468940000.0,9428000000.0,10096000000.0,8665163000.0,9049729000.0,17873000000.0,16358000000.0,17547832000.0,15682362000.0,11848000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,16031000000.0,6040000000.0,4508838000.0,4711480000.0,2843702199.0,407549917260.58655,0.0,143.31666564941406,146.55667114257812,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-08,4958000000.0,3468000000.0,3596984000.0,2385778000.0,1757000000.0,1128000000.0,1155001000.0,607734000.0,45691000000.0,32795000000.0,29262713000.0,28107074000.0,21744000000.0,10940000000.0,7920491000.0,7068733000.0,14531000000.0,5338000000.0,2967000000.0,3530030000.0,4218000000.0,3581000000.0,3314127000.0,2471382000.0,28143000000.0,25313000000.0,23409144000.0,21929057000.0,13302000000.0,10146000000.0,9775324000.0,6468940000.0,9428000000.0,10096000000.0,8665163000.0,9049729000.0,17873000000.0,16358000000.0,17547832000.0,15682362000.0,11848000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,16031000000.0,6040000000.0,4508838000.0,4711480000.0,2843702199.0,407549917260.58655,0.0,143.31666564941406,146.55667114257812,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-09,4958000000.0,3468000000.0,3596984000.0,2385778000.0,1757000000.0,1128000000.0,1155001000.0,607734000.0,45691000000.0,32795000000.0,29262713000.0,28107074000.0,21744000000.0,10940000000.0,7920491000.0,7068733000.0,14531000000.0,5338000000.0,2967000000.0,3530030000.0,4218000000.0,3581000000.0,3314127000.0,2471382000.0,28143000000.0,25313000000.0,23409144000.0,21929057000.0,13302000000.0,10146000000.0,9775324000.0,6468940000.0,9428000000.0,10096000000.0,8665163000.0,9049729000.0,17873000000.0,16358000000.0,17547832000.0,15682362000.0,11848000000.0,10190000000.0,11246295000.0,9394397000.0,1414000000.0,659795000.0,659795000.0,659795000.0,16031000000.0,6040000000.0,4508838000.0,4711480000.0,2843702199.0,399312657576.6058,0.0,140.4199981689453,146.55667114257812,146.6960021972656,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
